frame_path,phase
data/synthetic_frames/video02/frame_000020.jpg,ClippingCutting
data/synthetic_frames/video02/frame_000054.jpg,GallbladderRetraction
data/synthetic_frames/video02/frame_000000.jpg,Preparation
data/synthetic_frames/video01/frame_000036.jpg,GallbladderPackaging
data/synthetic_frames/video02/frame_000019.jpg,ClippingCutting
data/synthetic_frames/video02/frame_000043.jpg,CleaningCoagulation
data/synthetic_frames/video03/frame_000048.jpg,GallbladderRetraction
data/synthetic_frames/video01/frame_000026.jpg,GallbladderDissection
data/synthetic_frames/video03/frame_000000.jpg,Preparation
data/synthetic_frames/video01/frame_000042.jpg,CleaningCoagulation
data/synthetic_frames/video03/frame_000049.jpg,GallbladderRetraction
data/synthetic_frames/video03/frame_000023.jpg,ClippingCutting
data/synthetic_frames/video03/frame_000011.jpg,CalotTriangleDissection
data/synthetic_frames/video03/frame_000036.jpg,GallbladderPackaging
data/synthetic_frames/video02/frame_000014.jpg,CalotTriangleDissection
data/synthetic_frames/video01/frame_000038.jpg,GallbladderPackaging
data/synthetic_frames/video01/frame_000013.jpg,CalotTriangleDissection
data/synthetic_frames/video02/frame_000006.jpg,Preparation
data/synthetic_frames/video02/frame_000009.jpg,CalotTriangleDissection
data/synthetic_frames/video01/frame_000040.jpg,CleaningCoagulation
data/synthetic_frames/video03/frame_000053.jpg,GallbladderRetraction
data/synthetic_frames/video01/frame_000011.jpg,CalotTriangleDissection
data/synthetic_frames/video02/frame_000001.jpg,Preparation
data/synthetic_frames/video02/frame_000013.jpg,CalotTriangleDissection
data/synthetic_frames/video03/frame_000003.jpg,Preparation
data/synthetic_frames/video03/frame_000033.jpg,GallbladderPackaging
data/synthetic_frames/video03/frame_000051.jpg,GallbladderRetraction
data/synthetic_frames/video01/frame_000030.jpg,GallbladderDissection
data/synthetic_frames/video01/frame_000028.jpg,GallbladderDissection
data/synthetic_frames/video03/frame_000041.jpg,CleaningCoagulation
data/synthetic_frames/video03/frame_000005.jpg,Preparation
data/synthetic_frames/video03/frame_000039.jpg,GallbladderPackaging
data/synthetic_frames/video01/frame_000008.jpg,CalotTriangleDissection
data/synthetic_frames/video03/frame_000028.jpg,GallbladderDissection
data/synthetic_frames/video03/frame_000029.jpg,GallbladderDissection
data/synthetic_frames/video01/frame_000041.jpg,CleaningCoagulation
data/synthetic_frames/video02/frame_000037.jpg,GallbladderPackaging
data/synthetic_frames/video01/frame_000031.jpg,GallbladderDissection
data/synthetic_frames/video02/frame_000029.jpg,GallbladderDissection
data/synthetic_frames/video03/frame_000014.jpg,CalotTriangleDissection
data/synthetic_frames/video01/frame_000000.jpg,Preparation
data/synthetic_frames/video02/frame_000046.jpg,CleaningCoagulation
data/synthetic_frames/video01/frame_000023.jpg,ClippingCutting
data/synthetic_frames/video01/frame_000003.jpg,Preparation
data/synthetic_frames/video01/frame_000015.jpg,CalotTriangleDissection
data/synthetic_frames/video03/frame_000052.jpg,GallbladderRetraction
data/synthetic_frames/video03/frame_000021.jpg,ClippingCutting
data/synthetic_frames/video03/frame_000001.jpg,Preparation
data/synthetic_frames/video03/frame_000047.jpg,CleaningCoagulation
data/synthetic_frames/video01/frame_000052.jpg,GallbladderRetraction
data/synthetic_frames/video02/frame_000024.jpg,GallbladderDissection
data/synthetic_frames/video02/frame_000055.jpg,GallbladderRetraction
data/synthetic_frames/video02/frame_000034.jpg,GallbladderPackaging
data/synthetic_frames/video03/frame_000034.jpg,GallbladderPackaging
data/synthetic_frames/video03/frame_000008.jpg,CalotTriangleDissection
data/synthetic_frames/video02/frame_000028.jpg,GallbladderDissection
data/synthetic_frames/video01/frame_000018.jpg,ClippingCutting
data/synthetic_frames/video01/frame_000025.jpg,GallbladderDissection
data/synthetic_frames/video02/frame_000023.jpg,ClippingCutting
data/synthetic_frames/video01/frame_000037.jpg,GallbladderPackaging
data/synthetic_frames/video03/frame_000024.jpg,GallbladderDissection
data/synthetic_frames/video02/frame_000008.jpg,CalotTriangleDissection
data/synthetic_frames/video01/frame_000024.jpg,GallbladderDissection
data/synthetic_frames/video03/frame_000042.jpg,CleaningCoagulation
data/synthetic_frames/video02/frame_000016.jpg,ClippingCutting
data/synthetic_frames/video01/frame_000035.jpg,GallbladderPackaging
data/synthetic_frames/video03/frame_000017.jpg,ClippingCutting
data/synthetic_frames/video01/frame_000055.jpg,GallbladderRetraction
data/synthetic_frames/video03/frame_000037.jpg,GallbladderPackaging
data/synthetic_frames/video02/frame_000035.jpg,GallbladderPackaging
data/synthetic_frames/video03/frame_000010.jpg,CalotTriangleDissection
data/synthetic_frames/video02/frame_000021.jpg,ClippingCutting
data/synthetic_frames/video02/frame_000047.jpg,CleaningCoagulation
data/synthetic_frames/video03/frame_000012.jpg,CalotTriangleDissection
data/synthetic_frames/video03/frame_000018.jpg,ClippingCutting
data/synthetic_frames/video02/frame_000010.jpg,CalotTriangleDissection
data/synthetic_frames/video01/frame_000010.jpg,CalotTriangleDissection
data/synthetic_frames/video02/frame_000051.jpg,GallbladderRetraction
data/synthetic_frames/video02/frame_000042.jpg,CleaningCoagulation
